title,country,location,date,sector,contract_type,exp,study_level,job_description
Chargé de projet MOA (H/F),Maroc,Casablanca,12/07/2021,Internet / Multimédia,CDI,De 1 à 3 ans,Bac +5 et plus,"Bachelor's degree+5 in computer science from a large engineering school or equivalent. Experience at least 2 years in a similar position. Writing capacity in English and French. A spirit of sophisticated analysis and synthesis as well as the ability to gather need, listen, solve problems and be a force for proposal. Management, project management, techniques and procedures for diagnosis and project conduct. Mastering the editorial and technical environments of the Web. Be able to coordinate several teams in which many trades are involved. Knowledge in the Digital Marketing world would be a plus. This post is for you, do not hesitate to send us your applications!"
Moniteur Montage,Maroc,Kénitra,12/07/2021,Automobile / Motos / Cycles,CDI,De 3 à 5 ans,Bac,"Bac (or Bac pro) scientific preferably metal or mechanical construction Multivalent operator (or senior operator) with at least 3 years of experience in the automotive industry. Knowledge of production lines, Habitude to work in workstations with standards, ability to analyze and synthesize, able to detect non-compliance with standards. Know how to listen, communicate and explain. Organizational capacity, know how to prioritize. Team spirit and responsiveness. Good level in French."
Chef de projet AMOA / MOE  BI,Maroc,Casablanca,12/07/2021,Banque / Finance,Freelance,De 5 à 10 ans,Bac +5 et plus,"Project Managers: Master of Works and Master of Works Minimum year of experience: Expertise: Field of experience: Additional knowledge required: Competencies: qualities of autonomy, rigour, team spirit, relational and editorial quality 5 years minimum experience in the banking sector MOE and MOA of BI projects Functional areas : Risk, Finance, Sales & Marketing Management and implementation of BI projects (AMOA/MOE) Banking tools Mastery of project methodologies Good mastery of English Availability required : ASAP Mission Start: ASAP Mission duration: 1 year"
Office manager,Maroc,Casablanca,12/07/2021,Conseil / Etudes,CDI,De 5 à 10 ans,Bac +4,"  Bac+3 4 training in administrative management or Management & Accounting   Minimum 5 years experience in the same function   You have an excellent relational meaning, oral and editorial expression in French   You are rigorous, autonomous and have a sense of detail.   Good mastery of computer tools Personal Suitability:   Organizational capacity   Polyvalence   Reactivity   Discretion and a sense of confidentiality"
Responsable Juridique  - Organisme financier,Maroc,Casablanca,12/07/2021,Banque / Finance,CDI,De 5 à 10 ans,Bac +5 et plus,"With higher education and Law with a compulsory specialization in Business Law, you justify an experience of at least 5 years in a similar function. Mandatory experience in the Bank. You have good control over contracts, labour law, litigation, code of ethics, and are recognized for your team spirit and responsiveness. Your relational qualities, your proactivity and your ability to evolve within a structured work environment will allow you to be quickly operational. Autonomous and governed by a sense of responsibility, you show great analytical and synthesis capabilities."
Juriste (H/F),Maroc,casablanca,12/07/2021,Automobile / Motos / Cycles,CDI,De 5 à 10 ans,Bac +5 et plus,"Bachelor's degree + 5 in business law, specialization in desired contract law, university, 5 years experience in consulting firm or business lawyer. Perfect mastery of required French (bilingual), and English. Arab wish."
INGÉNIEUR CONCEPTEUR DÉVELOPPEUR JAVASCRIPT/REACTJS,Maroc,Rabat,12/07/2021,Informatique,CDI,De 3 à 5 ans,Bac +4,"Join Us And Let's Play The Digital Game! You have at least 4 years of experience in Javascript development including 3 years of experience in ReactJs development. You control HTML5/CSS3 technologies. Significant knowledge of Angular, VueJs and NodeJs is valuable. You are dynamic, curious and rigorous. You have the ability to work in an English-language project context."
Responsable Trésorerie - H/F,Maroc,Casablanca,12/07/2021,Informatique,CDI,De 5 à 10 ans,Bac +5 et plus,"Higher education: baccalaureate + 4 5 in Finance You justify an experience of 5 years or more (mandatoryly) in cash management Competencies required:   Perfect mastery of the banking system and financial market,   Good knowledge of the management control process,   Perfect mastery of general accounting as well as IAS IFRS,   Good analytical and synthesis capability,   Organizational capacity,   Negotiating capacity"
Comptable (mission 3 mois),Maroc,casablanca,12/07/2021,Autres services,CDD,De 1 à 3 ans,Bac +2,  You are a Bac+2 3 in Accounting;   Have 2 to 3 years of professional experience as an accountant;   A very good level of French;   To be a force of proposal;   Autonomy.
Chargé de Projet MOA (H/F),Maroc,CASABLANCA,11/07/2021,Internet / Multimédia,CDI,De 1 à 3 ans,Bac +5 et plus,"Number of years of experience: Minimum 2 years Graduate engineer +5 in computer science from an engineering school or university Mastering the editorial and technical environments of the Web. Be able to coordinate several teams in which many trades are involved. Functional Knowledge and Writing Capabilities (In English and French) Management, project management, techniques and procedures for diagnosis and project conduct. Knowledge Marketing Digital. Personal Suitability: A very common relational sense, listening, communication and persuasion Team coordination and conflict management skills The sense of planning, rigour and organization High analytical capacity A sense of collective and teamwork Adaptable, autonomous, organized, rigorous, willing to produce quality services using Agile development methodologies, Passionate about new technologies and active monitoring of your field of competence Resale energy and ability to work in multicultural environments including with our subsidiaries in Europe and Africa Mastered languages: French and English"
Chargé du support applicatif (H/F),Maroc,Casablanca,11/07/2021,Internet / Multimédia,CDI,De 1 à 3 ans,Bac +4,"  Bachelor's degree + 2 3 or more in computer science from an engineering school or university   A first experience of at least one year in a similar position   Very good written and oral communication in French and a good level in English.   Sense of organization and good management of priorities   A first experience in customer relationship management   You like to work in multicultural environments especially with our subsidiaries in Europe and Africa Personal Suitability:   Listening, Communication and Persuasion   The sense of rigour and organization   A very good relational   A very good spirit of analysis"
Contrôleur Financier Zone Afrique,Maroc,casablanca,11/07/2021,Internet / Multimédia,CDI,De 10 à 20 ans,Bac +5 et plus,We are looking for a candidate with in-depth training in tax management accounting who has several years of experience in a similar position in an international group with direct intervention in the French- and English-speaking Africa area. The common practice of the French and English languages is imperative. Travel is expected in the subsidiaries (over the entire Africa area).
